appid,name,content,positive_ratio
304460,Qora,"Game: Qora. Description: A mysterious trip to gorgeous and surreal lands, players explore the unknown and harness mystical powers which have been hidden in the valley for centuries.. Genres: Adventure, Indie. Steamspy_tags: Adventure, Indie, Pixel Graphics. Categories: Single-player, Steam Achievements, Steam Trading Cards",0.6887052341597796
304500,Rooms: The Main Building,"Game: Rooms: The Main Building. Description: Use object inside rooms and move the rooms to escape. 100 challenging sliding puzzles with a twist! The solution is only a doorstep away!. Genres: Casual, Indie. Steamspy_tags: Casual, Indie, Puzzle. Categories: Single-player, Steam Trading Cards, Steam Cloud",0.8311688311688312
304530,Agents of Mayhem,"Game: Agents of Mayhem. Description: In Agents of MAYHEM, you run a no-holds barred operation against a shadowy super-villain organization known only as LEGION and their mysterious leader, the Morningstar. Explore the city of Seoul as a variety of Super Agents to thwart LEGION's vile plans to take over the world!. Genres: Sexual Content, Violent, Action. Steamspy_tags: Action, Open World, Third Person. Categories: Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud",0.5885416666666666
304650,SUNLESS SEA,"Game: SUNLESS SEA. Description: LOSE YOUR MIND. EAT YOUR CREW. DIE. Take the helm of your steamship and set sail for the unknown! Sunless Sea is a game of discovery, loneliness and frequent death, set in the award-winning Victorian Gothic universe of Fallen London.. Genres: Adventure, Indie, RPG. Steamspy_tags: Exploration, Survival, Lovecraftian. Categories: Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud",0.828566987876904
304670,Aeon Command,"Game: Aeon Command. Description: Aeon Command is a tug of war strategy game, where you play as one of three unique factions to help gain dominance over the Aeon Nebula! Take control of your mother ship to gather resources, produce ships and fight off the enemy mother ship. Grow stronger as you progress through the 24 mission campaign and unlock new upgrades.. Genres: Casual, Indie, Strategy. Steamspy_tags: Strategy, Indie, Casual. Categories: Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards",0.7971014492753623
304730,Train Fever,"Game: Train Fever. Description: It’s the year 1850, and there are great times ahead! Establish a transport company and be its manager. Build infrastructure such as railways and stations, purchase transportation vehicles and manage lines. Fulfill the people’s needs and watch cities evolve dynamically.. Genres: Casual, Indie, Simulation. Steamspy_tags: Simulation, Trains, Management. Categories: Single-player, Steam Achievements",0.6300970873786408
304930,Unturned,"Game: Unturned. Description: You're a survivor in the zombie infested ruins of society, and must work with your friends and forge alliances to remain among the living.. Genres: Action, Adventure, Casual, Free to Play, Indie. Steamspy_tags: Free to Play, Survival, Zombies. Categories: Single-player, Online Multi-Player, Online Co-op, Steam Achievements, Steam Trading Cards, VR Support, Steam Workshop, In-App Purchases, Steam Cloud, Valve Anti-Cheat enabled, Stats, Includes level editor",0.9028501246698102
304950,Castaway Paradise - Town Building Sim,"Game: Castaway Paradise - Town Building Sim. Description: This is your island, your adventure! Do whatever you like! It's the ultimate Sandbox sim! Farm, catch bugs, talk to villagers, build your own tropical dream island! If you like Animal Crossing or Harvest Moon, you will love this game!. Genres: Adventure, Casual, Indie, RPG, Simulation. Steamspy_tags: Simulation, Indie, Adventure. Categories: Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards",0.7973684210526316
305070,FIST OF AWESOME,"Game: FIST OF AWESOME. Description: Ever wanted to punch a bear IN THE MOUTH? FIST OF AWESOME asks the eternal question &quot;what would happen if bears took over the world?&quot; and answers it with the epic tale of a lumberjack travelling through time punching bears in the face to save humanity.. Genres: Action, Adventure, Indie. Steamspy_tags: Indie, Action, Adventure. Categories: Single-player, Steam Achievements, Full controller support, Steam Leaderboards",0.6133333333333333
305260,Battle Islands,"Game: Battle Islands. Description: Battle friends over air, land and sea in this epic WW2-themed battle strategy game.. Genres: Free to Play, Simulation, Strategy. Steamspy_tags: Strategy, Free to Play, Multiplayer. Categories: Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements",0.7624851367419738
305380,Blue Estate The Game,"Game: Blue Estate The Game. Description: Blue Estate is a black-humoured and corrosive rail shooter, adapted from the critically acclaimed and Eisner Award nominated graphic novel, Blue Estate by Viktor Kalvachev!. Genres: Action. Steamspy_tags: Action, On-Rails Shooter, Comedy. Categories: Single-player, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards",0.9112627986348124
305500,Trapped Dead: Lockdown,"Game: Trapped Dead: Lockdown. Description: A small American town is overrun by the living dead! You manage to enter the town just before the military locks it down and now you must slice and shoot your way through thousands of zombies in order complete your mission in this action-packed Hack &amp; Slash RPG.. Genres: Action, Indie, RPG. Steamspy_tags: RPG, Action, Indie. Categories: Single-player, Steam Achievements, Partial Controller Support",0.5681818181818182
305620,The Long Dark,"Game: The Long Dark. Description: The Long Dark is a thoughtful, exploration-survival experience that challenges solo players to think for themselves as they explore an expansive frozen wilderness in the aftermath of a geomagnetic disaster. There are no zombies -- only you, the cold, and all the threats Mother Nature can muster. Welcome to the Quiet Apocalypse.. Genres: Adventure, Indie, Simulation, Strategy. Steamspy_tags: Survival, Open World, Exploration. Categories: Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",0.914303943852933
305640,Shattered Planet,"Game: Shattered Planet. Description: Explore a dangerous planet that's different every time and try to survive! The Galactic Union's job for you is clear: research the alien wildlife -- for science! However, in this case, researching may include lasers, explosions, hungry aliens, space sushi, and other similarly delicious-or-terrifying hazards.. Genres: Indie, RPG, Strategy. Steamspy_tags: RPG, Indie, Strategy. Categories: Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud",0.6872586872586872
305740,Pitiri 1977,"Game: Pitiri 1977. Description: Enter a seventies science fiction utopia with hand-drawn levels and characters. A platformer adventure with a soundtrack from the past. Are you ready for 1977?. Genres: Adventure, Indie, RPG. Steamspy_tags: Adventure, Indie, RPG. Categories: Single-player, Steam Trading Cards, Includes level editor",0.5714285714285714
305780,Echo of the Wilds,"Game: Echo of the Wilds. Description: Echo of the Wilds is a puzzly narrativy adventure, featuring randomised wilderness survival. Explore and survive this mysterious tale of wilds. Gather resources to build gear and sustain yourself, learning new skills, lore and the intertwining interactions between the various areas, seasons, and weather.. Genres: Adventure, Indie. Steamspy_tags: Indie, Survival, Adventure. Categories: Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",0.7816901408450704
305920,Another Perspective,"Game: Another Perspective. Description: Another Perspective is a puzzle platformer following the very confusing adventure of someone looking for something. Swap minds to see the world in different ways! Where one mind sees a bottomless pit, another might not. Where one sees a locked door, another sees a key. To change perspective is to change reality!. Genres: Adventure, Indie. Steamspy_tags: Indie, Adventure, Platformer. Categories: Single-player, Steam Achievements, Partial Controller Support",0.8719723183391004
305940,Project AURA,"Game: Project AURA. Description: Project Aura is a micro management game where you lead a Colony of Climate Disaster Survivors. You have been assigned the mission to build an habitat capable of survival in this new unknown world.. Genres: Indie, Simulation, Strategy. Steamspy_tags: Strategy, Simulation, City Builder. Categories: Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats",0.6929982046678635
305980,Heavy Fire: Afghanistan,"Game: Heavy Fire: Afghanistan. Description: Heavy Fire: Afghanistan is a super fast playing on-rails shooter set in modern-day Afghanistan featuring tanks, assault vehicles and helicopters. The game offers 60 awards, one machine co-op for up to four, Steam Cloud, Leaderboards and Trading Cards.. Genres: Action. Steamspy_tags: Action, On-Rails Shooter, First-Person. Categories: Single-player, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards",0.5310344827586206
306020,Bloons TD 5,"Game: Bloons TD 5. Description: Five-star tower defense with unrivaled depth and replayability. The Bloons are back in full HD glory and this time they mean business! Build awesome towers, choose your favorite upgrades, hire cool new Special Agents, and pop every last invading Bloon in the best ever version of the most popular tower defense series in history.. Genres: Action, Strategy. Steamspy_tags: Tower Defense, Strategy, Co-op. Categories: Single-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Cloud, Steam Leaderboards",0.9164861612515042
306040,The Howler,"Game: The Howler. Description: Use gravity, tension, and wind currents to get your hot air balloon to its destination, dropping off cargo on your way, in this ultra-challenging physics-based game. All art used in the Howler was meticulously created by classically-trained experienced painters.. Genres: Casual, Indie, Simulation, Strategy. Steamspy_tags: Indie, Casual, Steampunk. Categories: Single-player, Steam Trading Cards",0.7862745098039216
306130,The Elder Scrolls® Online,"Game: The Elder Scrolls® Online. Description: Join over 10 million players in the award-winning online multiplayer RPG and experience limitless adventure in a persistent Elder Scrolls world. Battle, craft, steal, or explore, and combine different types of equipment and abilities to create your own style of play. No game subscription required.. Genres: Massively Multiplayer, RPG. Steamspy_tags: RPG, Open World, MMORPG. Categories: MMO, Steam Trading Cards, Partial Controller Support",0.7428565134057412
306200,The Happy Hereafter,"Game: The Happy Hereafter. Description: Welcome to The Happy Hereafter, a casual sim in which you guide the newly dead as they build an afterlife for themselves and their fellow lost souls. There will be no rest for the wickedly funny as you put them to work building a village to rival Paradise!. Genres: Casual, Strategy. Steamspy_tags: Casual, Strategy, Simulation. Categories: Single-player, Steam Trading Cards",0.7875457875457875
306350,Slipstream 5000,"Game: Slipstream 5000. Description: Control many upgradeable futuristic racers under arcade or simulation racing style. Experience high speed aerial moves and dramatic crashes on excellently designed tracks.Feel the speed of the slipstream!. Genres: Action, Racing, Sports. Steamspy_tags: Racing, Action, Sports. Categories: Single-player, Steam Trading Cards",0.7335329341317365
306410,Crystals of Time,"Game: Crystals of Time. Description: Help Ashley Ford find her father and solve the mystery of the Three Oak Mansion. A professional thief, Ashley has inherited this hobby from her father, who suddenly disappeared one night while he was trying to sneak into the Three Oak Mansion. You start the game in front of a big, deserted house that hides a lot of secrets.. Genres: Casual, Indie. Steamspy_tags: Casual, Hidden Object, Indie. Categories: Single-player, Steam Trading Cards",0.6446104589114194
306480,Wildlife Park 2 - Crazy Zoo,"Game: Wildlife Park 2 - Crazy Zoo. Description: The Zoo is expanding! More than 30 new types of animals and plants have moved in at the zoo. Favorite species such as the Wolf, the Arctic Fox, the Giant Kangaroo and the Meerkat are the new Stars in your zoo! Improve the park with the blossoms of sunflowers and rare orchids and plant exotic trees such as bamboo and eucalyptus.. Genres: Casual, Indie, Simulation, Strategy. Steamspy_tags: Strategy, Casual, Simulation. Categories: Single-player, Steam Trading Cards",0.7368421052631579
306490,Railroad Pioneer,"Game: Railroad Pioneer. Description: Be a pioneer and build the most famous transcontinental railroad tracks in the United States of America throughout the 19th century.. Genres: Simulation, Strategy. Steamspy_tags: Simulation, Strategy, Trains. Categories: Single-player, Multi-player",0.5838926174496645
306550,Runers,"Game: Runers. Description: Runers is a top-down rogue-like dungeon shooter where you explore a vast underground labyrinth and face fierce monsters and bosses. As the game advances further into the dungeon, you will gather Runes, which will be used to combine into 285 unique spells.. Genres: Indie, RPG. Steamspy_tags: RPG, Indie, Rogue-like. Categories: Single-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards",0.8266129032258065
306660,Ultimate General: Gettysburg,"Game: Ultimate General: Gettysburg. Description: A Tactical Battle Simulator that allows you to command thousands of soldiers as a Union or Confederate General. The game features the most accurately created map, a non-linear battle campaign, complex morale, innovative control mechanics and smart AI.. Genres: Indie, Simulation, Strategy. Steamspy_tags: Strategy, Historical, Simulation. Categories: Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Stats, Steam Leaderboards",0.8172413793103448
306680,Lexica,"Game: Lexica. Description: The unique word puzzle which combines the skill of Sudoku with the knowledge of Scrabble®. Lexica has been featured in a number of UK daily newspapers but is now available for the first time in an interactive form.. Genres: Casual, Indie. Steamspy_tags: Casual, Indie, Puzzle. Categories: Single-player, Steam Achievements",0.7564935064935064
306760,Obduction,"Game: Obduction. Description: A new sci-fi adventure from Cyan, the creators of Myst. Abducted far across the universe, you find yourself on a broken alien landscape with odd pieces of Earth. Explore, uncover, solve, and find a way to make it home.. Genres: Adventure, Indie. Steamspy_tags: Adventure, Puzzle, Exploration. Categories: Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud",0.8009751773049646
306950,Heroes & Legends: Conquerors of Kolhar,"Game: Heroes & Legends: Conquerors of Kolhar. Description: Outfit your band of wizards, warriors, and assassins with custom-made weapons and armor built using a full-fledged crafting system, then lead them into battle against legions of lethal foes as you race to thwart an ancient prophecy in this fast-paced strategy RPG!. Genres: RPG. Steamspy_tags: RPG, Casual. Categories: Single-player, Steam Achievements, Steam Trading Cards",0.5972222222222222
307010,Northmark: Hour of the Wolf,"Game: Northmark: Hour of the Wolf. Description: Adventure across the lands of Northmark and save your homeland from the plot in this original card RPG.. Genres: Adventure, Indie, RPG. Steamspy_tags: RPG, Indie, Adventure. Categories: Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud",0.8401639344262295
307050,Shan Gui (山桂),"Game: Shan Gui (山桂). Description: It is the end of summer. Han Hui, a university student, meets a mysterious young girl named He Jia in the mountains. After this chance meeting, the two embark on a delightful journey.. Genres: Adventure, Casual, Indie. Steamspy_tags: Visual Novel, Anime, Indie. Categories: Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",0.7218543046357616
307070,Memories of a Vagabond,"Game: Memories of a Vagabond. Description: You play as a young mercenary and travel from soul to soul to avenge your fiance and her family. While finding a way to change the flow of past events, you will encounter many obstacles and meet new allies. Will you be brave enough?. Genres: Adventure, Indie, RPG. Steamspy_tags: RPG, Indie, RPGMaker. Categories: Single-player, Steam Trading Cards, Partial Controller Support",0.8243727598566308
307090,Fancy Skulls,"Game: Fancy Skulls. Description: Fancy Skulls is a challenging first person shooter with procedural generation, permadeath and distinct art style. Intense and tactical combat, unique weapon mods and items that change the way you play.. Genres: Action, Indie, Early Access. Steamspy_tags: Early Access, Indie, Action. Categories: Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support",0.7536231884057971
307110,We Need To Go Deeper,"Game: We Need To Go Deeper. Description: Crew a Submarine with friends in We Need To Go Deeper - a 2-4-player cooperative submarine roguelike set in a Verne-inspired undersea universe.. Genres: Action, Indie, Simulation, Early Access. Steamspy_tags: Early Access, Co-op, Underwater. Categories: Single-player, Multi-player, Online Multi-Player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards",0.8522796352583587
307130,Asteria,"Game: Asteria. Description: Asteria is a fast paced indie platformer, wrapped up in a sandbox sci-fi world where everything is destructible, mineable, collectable, craftable and creatable.. Genres: Action, Adventure, Indie. Steamspy_tags: Indie, Adventure, Action. Categories: Single-player, Multi-player, Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Includes level editor",0.5669642857142857
307170,Borealis,"Game: Borealis. Description: Weave through missiles to generated music, and let the world flow around you.. Genres: Action, Casual, Indie. Steamspy_tags: Casual, Indie, Action. Categories: Single-player, Steam Achievements, Steam Trading Cards",0.6105476673427992
307230,"I, Zombie","Game: I, Zombie. Description: Quite a different zombie game - this time YOU are the zombie! Command your infested comrades, fight your way to freedom and let the zombie kind dominate the world! Oh, and you're able to create your own scenarios!. Genres: Casual, Indie, Strategy. Steamspy_tags: Casual, Indie, Strategy. Categories: Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor",0.8325335892514395
307270,Super Lemonade Factory,"Game: Super Lemonade Factory. Description: Post World War II, a region in political turmoil. Andre’s father offers to give him his lemonade factory – but on one condition; he and his wife, Liselot, must journey through the entire factory, a task that is easier said than done. Andre and Liselot must combine their unique abilities to make it through each room together.. Genres: Indie. Steamspy_tags: Indie, Platformer, Pixel Graphics. Categories: Single-player, Shared/Split Screen, Steam Achievements, Partial Controller Support",0.5476190476190477
307290,Velvet Sundown,"Game: Velvet Sundown. Description: Velvet Sundown is a social multiplayer role-playing game, taking place on a luxury yacht cruising the waters of a fictitious Caribbean state of Balbonia. Embark on a journey full of conspiracies, trickery and secrets where you can never tell a friend from foe.. Genres: Adventure, Casual, Free to Play, Indie, RPG. Steamspy_tags: Free to Play, Multiplayer, RPG. Categories: Multi-player, Co-op",0.5975039001560063
307340,Platypus,"Game: Platypus. Description: The vast continent-spanning city of Collosatropolis has finally reached the limits of its expansion. Tall buildings cover every available space. The air is thick with smoke and poisonous chemicals.. Genres: Action. Steamspy_tags: Action, Shoot 'Em Up, Local Co-Op. Categories: Single-player, Shared/Split Screen, Steam Trading Cards",0.9090909090909092
307430,Othello,"Game: Othello. Description: The classic abstract strategy game comes to Steam! Othello is an ageless game that takes a minute to learn and a lifetime to master. Place tiles surrounding your opponents tiles to flip them to your color. Get to the end with more tiles of your color and you are the winner!. Genres: Casual, Indie, Strategy. Steamspy_tags: Strategy, Indie, Casual. Categories: Single-player, Multi-player, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Steam Turn Notifications",0.717391304347826
307560,Run For Rum,Game: Run For Rum. Description: Help Short Legs Bill find his rum!. Genres: Strategy. Steamspy_tags: Strategy. Categories: Single-player,0.7142857142857143
307570,A Golden Wake,"Game: A Golden Wake. Description: A story of greed, corruption, and real estate in 1920s Miami.. Genres: Adventure, Indie. Steamspy_tags: Adventure, Indie, Point & Click. Categories: Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Commentary available",0.7023809523809523
307580,Technobabylon,"Game: Technobabylon. Description: A cyberpunk adventure game from the studio that brought you Gemini Rue and Blackwell! The year is 2087. Genetic engineering is the norm, and an omnipresent AI powers the city. Take control of three citizens of this world as they struggle to understand a deadly conspiracy.. Genres: Adventure, Indie. Steamspy_tags: Adventure, Cyberpunk, Point & Click. Categories: Steam Achievements, Steam Trading Cards, Steam Cloud, Commentary available",0.9485981308411215
307590,Penarium,"Game: Penarium. Description: Penarium is a frantic 2D arena arcade game where you take on the role of Willy, trapped in a sinister circus show. Run, jump and avoid an array of killer death-traps while being cheered on by a sadistic crowd that’s out for blood.. Genres: Action, Indie. Steamspy_tags: Indie, Action, Platformer. Categories: Single-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards",0.8378378378378378
307600,Chainsaw Warrior: Lords of the Night,"Game: Chainsaw Warrior: Lords of the Night. Description: Based on the 1987 Games Workshop classic, a battle vs zombies cultists &amp; time! Chainsaw Warrior: Lords of the Night sees the player fighting against hordes of Aztec Zombies, and the clock, to save reality from Darkness.. Genres: Action, Adventure, Indie, RPG, Strategy. Steamspy_tags: Strategy, Indie, Adventure. Categories: Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud",0.6395348837209303
307620,Curses 'N Chaos,"Game: Curses 'N Chaos. Description: FIGHT OR DIE! Cursed by the evil Wizard King, bounty hunters Lea and Leo are chased by every monster in the kingdom and the Grim Reaper himself! There's only one way to get rid of the curse; the legendary Elixir of Life! But how to get the ingredients? FIGHT MONSTERS!. Genres: Action, Indie. Steamspy_tags: Action, Indie, Pixel Graphics. Categories: Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",0.5494505494505495
307640,Stick RPG 2: Director's Cut,"Game: Stick RPG 2: Director's Cut. Description: Get ready to enter the 2nd Dimension! Thrust into a bizarre and unfamiliar city and find your place among strange citizens. Work, Fight, Study, Eat, Drink, Gamble, Train, Sleep, Quest, Collect, Invest, Repeat.. Genres: RPG. Steamspy_tags: RPG, Funny, Comedy. Categories: Single-player",0.7733644859813084
307670,Hard West,"Game: Hard West. Description: When a tragic turn of events sets one man down a path of supernatural chaos and revenge, he must brutally hunt down all those who wronged him. Fight and survive through 8 unique story-based scenarios, and try your hand at 40 individually designed turn-based combat.... Genres: Adventure, Indie, RPG, Strategy. Steamspy_tags: Western, Strategy, Turn-Based Strategy. Categories: Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",0.783753709198813
307690,Sleeping Dogs: Definitive Edition,"Game: Sleeping Dogs: Definitive Edition. Description: The Definitive Edition of the critically acclaimed, award winning open-world action adventure, reworked, rebuilt and re-mastered for the new generation. With all previously available DLC included and a wealth of tech and visual improvements, Hong Kong has never felt so alive.. Genres: Action, Adventure, Racing. Steamspy_tags: Open World, Action, Martial Arts. Categories: Single-player, Steam Achievements, Full controller support, Steam Leaderboards",0.8907818505133941
307760,Zoo Park,"Game: Zoo Park. Description: Care for over 40 different animals from all four corners of the Earth whilst running a professional programme of rescue, rehabilitation, research and conservation.. Genres: Simulation, Strategy. Steamspy_tags: Simulation, Strategy, Management. Categories: Single-player",0.5685483870967742
307770,Wildlife Park 2 - Horses,"Game: Wildlife Park 2 - Horses. Description: Horsesimulation with 16 breeds of horses and varied missions.. Genres: Casual, Indie, Simulation, Strategy. Steamspy_tags: Simulation, Strategy, Indie. Categories: Single-player",0.6511627906976745
307780,Mortal Kombat X,"Game: Mortal Kombat X. Description: Experience the Next Generation of the #1 Fighting Franchise. Mortal Kombat X combines unparalleled, cinematic presentation with all new gameplay.. Genres: Action. Steamspy_tags: Fighting, Gore, Action. Categories: Single-player, Multi-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards",0.7501920525176339
307880,Savage Lands,"Game: Savage Lands. Description: Your fight for survival begins on the frozen shores of a mysterious island, where bitter cold and vicious creatures conspire to defeat the unprepared. Uncover the land’s dark history as you and fellow castaways explore and conquer the hostile wilderness of Savage Lands.. Genres: Action, Adventure, Indie, RPG, Simulation, Early Access. Steamspy_tags: Early Access, Survival, Open World. Categories: Single-player, Online Multi-Player, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Cloud",0.5501807540024101
307900,Wildlife Park 2 - Marine World,"Game: Wildlife Park 2 - Marine World. Description: &quot;Marine Wolrld&quot; offers 23 sea dwellers in 8 new Missions and 10 maps. A lot of new animaldevices, service, plants and.... Genres: Casual, Indie, Simulation, Strategy. Steamspy_tags: Casual, Simulation, Strategy. Categories: Single-player, Steam Trading Cards, Steam Cloud",0.7333333333333333
307920,Wildlife Park 2 - Farm World,"Game: Wildlife Park 2 - Farm World. Description: Build your farm of your dreams! Farm World enlarges the Wildlife Park 2 Univers with 10 animals in 7 exciting missions and 20 freeplaymaps all around the world.. Genres: Casual, Indie, Simulation, Strategy. Steamspy_tags: Casual, Simulation, Strategy. Categories: Single-player, Steam Cloud",0.7307692307692307
307930,Wildlife Park 2 - Dino World,"Game: Wildlife Park 2 - Dino World. Description: Exciting and thrilling dinosaur-extension for the Wildlife Park univers with 11 different dinosaurs in 9 new missions.. Genres: Casual, Indie, Simulation, Strategy. Steamspy_tags: Dinosaurs, Simulation, Strategy. Categories: Single-player, Steam Trading Cards, Steam Cloud",0.5901639344262295
307960,IL-2 Sturmovik: Battle of Stalingrad,"Game: IL-2 Sturmovik: Battle of Stalingrad. Description: IL-2 Sturmovik: Battle of Stalingrad is the continuation of the legendary IL-2 Sturmovik series that has set the standard for PC combat flight games for more than ten years. This new entry into the series will offer virtual pilots an even more accurate simulation of the most famous air battles.. Genres: Action, Simulation. Steamspy_tags: Simulation, Flight, World War II. Categories: Single-player, Multi-player, Co-op, Steam Trading Cards, Partial Controller Support, Includes level editor",0.7063848920863309
308000,Gold Rush! Classic,"Game: Gold Rush! Classic. Description: Gold Rush! takes you back to the year 1849, when gold was discovered in California. It was certainly one of the most exciting times in American history. Gold Rush! includes the three routes tens of thousands took to the gold regions. Become Jerrod Wilson and experience each trek as you travel from New York to California.. Genres: Action, Adventure. Steamspy_tags: Adventure, Action, Classic. Categories: Single-player, Steam Trading Cards",0.7156862745098039
308040,Back to Bed,"Game: Back to Bed. Description: Guide Bob the sleepwalker to the safety of his bed by taking control of his subconscious guardian, Subob. Explore a surreal and hand-painted dream world, avoid dangers and get Bob safely back to bed.. Genres: Action, Casual, Indie. Steamspy_tags: Indie, Puzzle, Casual. Categories: Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud",0.8140293637846656
308060,Black The Fall,"Game: Black The Fall. Description: After decades of toil, an old machinist plots his escape from Communism, through manipulation and scheming. Along the road, he befriends the most unlikely creature, an abandoned robot. Could they solve the puzzles and flee this bleak world together?. Genres: Action, Adventure, Indie. Steamspy_tags: Indie, Adventure, Action. Categories: Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",0.7662976629766297
308173,Hegemony III: Clash of the Ancients,"Game: Hegemony III: Clash of the Ancients. Description: Command armies, manage resources, and build an empire in this real-time strategy wargame from Longbow Games. Will Rome fulfil its destiny to rule the ancient world or will history be rewritten to forge a new Etruscan, Gallic, or Greek hegemony!. Genres: Indie, Simulation, Strategy. Steamspy_tags: Strategy, Simulation, Indie. Categories: Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Workshop, Steam Cloud, Includes level editor",0.7407407407407407
308330,Lost Chronicles of Zerzura,"Game: Lost Chronicles of Zerzura. Description: When one brother is taken away by the Inquisition, the other must search for answers that will set his imprisoned sibling free. You’ll be quickly immersed in an extraordinary expedition, as you explore the ravishingly beautiful and detailed locations and solve a unique combination of puzzles, mini-games, and other challenges within the.... Genres: Adventure. Steamspy_tags: Adventure, Point & Click, Puzzle. Categories: Single-player",0.8170731707317073
308420,Ziggurat,"Game: Ziggurat. Description: Dungeon-Crawling First Person Shooting at its finest! Fast-paced combat! Dozens of perks, spells and enemies! Level ups! Random Dungeons! Traps! Badass bosses! Carrots!. Genres: Action, Indie, RPG. Steamspy_tags: FPS, Rogue-lite, Procedural Generation. Categories: Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards",0.8685064935064936
308460,War in a Box: Paper Tanks,"Game: War in a Box: Paper Tanks. Description: Build your towers of paper before they get out of the box and make a big mess in the room. Manage the turrets, upgrade and be careful where you put them... every decision can be fatal! Watch out for the air units, they have a different route!. Genres: Indie, Strategy. Steamspy_tags: Strategy, Tower Defense, Indie. Categories: Single-player, Steam Achievements, Steam Cloud",0.7119565217391305
308580,Orborun,"Game: Orborun. Description: Orborun is a 3D action skill run &amp; roll game! Control your Orbot, avoid the obstacles and escape the hazardous Orbo-world. More than 100 levels, local co-op multiplayer, feeling of speed and twisted levels in haste/puzzle and hazard shaped different worlds makes this game fun to play for ages!. Genres: Action, Indie, Racing. Steamspy_tags: Indie, Racing, Action. Categories: Single-player, Multi-player, Shared/Split Screen, Full controller support",0.7902439024390244
308600,Geneshift,"Game: Geneshift. Description: Geneshift is a GTA-inspired battle royale where each round lasts only two minutes. Use exploding cars, miniguns, invisibility, and more to outplay friends in tactical online combat. Loot for special powers, build secret bases, and be the last man standing!. Genres: Action, Indie, RPG, Early Access. Steamspy_tags: Early Access, Action, Indie. Categories: Single-player, Multi-player, Online Multi-Player, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Stats, Includes level editor",0.8306666666666667
310060,Knights of Pen and Paper 2,"Game: Knights of Pen and Paper 2. Description: Prepare to inhabit a world of chivalry, class warfare and off-beat pop references. Knights of Pen &amp; Paper 2 is a turn-based, retro style, pixel-art adventure full of danger, intrigue, death, and saving throws!. Genres: Adventure, Indie, RPG, Simulation, Strategy. Steamspy_tags: RPG, Adventure, Strategy. Categories: Single-player, Steam Achievements, Full controller support, Steam Trading Cards",0.8507462686567164
310070,The Nightmare Cooperative,"Game: The Nightmare Cooperative. Description: The Nightmare Cooperative is a fiendishly difficult turnbased roguelike featuring an array of characters, each with different powers to help you destroy monsters, escape levels, and collect gold.. Genres: Indie, Strategy. Steamspy_tags: Strategy, Indie, Rogue-like. Categories: Single-player, Steam Trading Cards, Steam Leaderboards",0.5045045045045045
